formula,problem,target_noise,predicted_tree,predicted_tree_prefix,refinement_type,time,relabed_predicted_tree,r2_fit,accuracy_l1_biggio_fit,accuracy_l1_1e-3_fit,accuracy_l1_1e-2_fit,accuracy_l1_1e-1_fit,_complexity_fit,r2_predict,accuracy_l1_biggio_predict,accuracy_l1_1e-3_predict,accuracy_l1_1e-2_predict,accuracy_l1_1e-1_predict,_complexity_predict,input_dimension,num_evals
1/(exp((h/(2*pi))*omega/(kb*T))-1),feynman_III_4_32,0,((((2.5942657405326224 add (-2.600464760931984 add (0.8649438872262811 mul x_2))) mul (0.000343660939615001 add (0.00013290201236800447 mul (-2.5917955579245797 add (0.8648067314632562 mul x_3))))) mul (-29.9839256397742 add (-9.723540246008552 mul inv(((0.0003473490245769365 add (0.00013390856526353587 mul (-2.5944669935621167 add (0.8651842029417351 mul x_1)))) mul (-3.9776460603976127 add (-1.5279866963092044 mul (-2.6045846837680453 add (0.8673710551664683 mul x_0))))))))) add (-0.438547331884187 add (0.004337403414077778 mul (-2.6045846837680453 add (0.8673710551664683 mul x_0))))),"add,mul,mul,add,2.5942657405326224,add,-2.600464760931984,mul,0.8649438872262811,x_2,add,0.000343660939615001,mul,0.00013290201236800447,add,-2.5917955579245797,mul,0.8648067314632562,x_3,add,-29.9839256397742,mul,-9.723540246008552,inv,mul,add,0.0003473490245769365,mul,0.00013390856526353587,add,-2.5944669935621167,mul,0.8651842029417351,x_1,add,-3.9776460603976127,mul,-1.5279866963092044,add,-2.6045846837680453,mul,0.8673710551664683,x_0,add,-0.438547331884187,mul,0.004337403414077778,add,-2.6045846837680453,mul,0.8673710551664683,x_0",BFGS,216.9781473,((((2.5942657405326224 add (-2.600464760931984 add (0.8649438872262811 mul x_2))) mul (0.000343660939615001 add (0.00013290201236800447 mul (-2.5917955579245797 add (0.8648067314632562 mul x_3))))) mul (-29.9839256397742 add (-9.723540246008552 mul inv(((0.0003473490245769365 add (0.00013390856526353587 mul (-2.5944669935621167 add (0.8651842029417351 mul x_1)))) mul (-3.9776460603976127 add (-1.5279866963092044 mul (-2.6045846837680453 add (0.8673710551664683 mul x_0))))))))) add (-0.438547331884187 add (0.004337403414077778 mul (-2.6045846837680453 add (0.8673710551664683 mul x_0))))),0.999998458,1,0,1,1,52,0.999998469,1,0,1,1,52,4,111
(h/(2*pi))*omega/(exp((h/(2*pi))*omega/(kb*T))-1),feynman_III_4_33,0,(((0.10410172832340966 add (0.04021691800851743 mul (-2.5952769216343783 add (0.8638992846168922 mul x_2)))) mul (86.08341522925552 add (33.21789673627924 mul (-2.597791541426443 add (0.8654688462845945 mul x_3))))) sub ((0.036367771994809 add (0.014356782104718772 mul (-2.596671364347012 add (0.867816085739668 mul x_0)))) mul (17.148857112103997 add (6.778795386759816 mul (-2.601428774739146 add (0.8667999537656501 mul x_1)))))),"sub,mul,add,0.10410172832340966,mul,0.04021691800851743,add,-2.5952769216343783,mul,0.8638992846168922,x_2,add,86.08341522925552,mul,33.21789673627924,add,-2.597791541426443,mul,0.8654688462845945,x_3,mul,add,0.036367771994809,mul,0.014356782104718772,add,-2.596671364347012,mul,0.867816085739668,x_0,add,17.148857112103997,mul,6.778795386759816,add,-2.601428774739146,mul,0.8667999537656501,x_1",BFGS,132.5625832,(((0.10410172832340966 add (0.04021691800851743 mul (-2.5952769216343783 add (0.8638992846168922 mul x_2)))) mul (86.08341522925552 add (33.21789673627924 mul (-2.597791541426443 add (0.8654688462845945 mul x_3))))) sub ((0.036367771994809 add (0.014356782104718772 mul (-2.596671364347012 add (0.867816085739668 mul x_0)))) mul (17.148857112103997 add (6.778795386759816 mul (-2.601428774739146 add (0.8667999537656501 mul x_1)))))),0.999958254,1,0,0,1,39,0.999957822,1,0,0,1,39,4,81
2*mom*B/(h/(2*pi)),feynman_III_7_38,0,(((-4.323555722536667e-09 add inv((2.6075679928059365 add (-2.607567984481976 add (0.8686022875210878 mul x_2))))) mul (1.338701891437956 add (0.5129833265740814 mul (-2.609640146876206 add (0.8682545609552209 mul x_0))))) mul (73.49853981743684 add (28.237297186388197 mul (-2.602888632378626 add (0.8678754209704853 mul x_1))))),"mul,mul,add,-4.323555722536667e-09,inv,add,2.6075679928059365,add,-2.607567984481976,mul,0.8686022875210878,x_2,add,1.338701891437956,mul,0.5129833265740814,add,-2.609640146876206,mul,0.8682545609552209,x_0,add,73.49853981743684,mul,28.237297186388197,add,-2.602888632378626,mul,0.8678754209704853,x_1",BFGS,97.49231029,(((-4.323555722536667e-09 add inv((2.6075679928059365 add (-2.607567984481976 add (0.8686022875210878 mul x_2))))) mul (1.338701891437956 add (0.5129833265740814 mul (-2.609640146876206 add (0.8682545609552209 mul x_0))))) mul (73.49853981743684 add (28.237297186388197 mul (-2.602888632378626 add (0.8678754209704853 mul x_1))))),1,1,1,1,1,30,1,1,1,1,1,30,3,63
sin(E_n*t/(h/(2*pi)))**2,feynman_III_8_54,0,(0.7640120464001967 add (-0.01033331387906653 mul inv((0.004864199942269418 add (-1.1383600476991576 mul inv((0.9802049444293433 add (-0.4694767870224825 mul ((1.6693784676394692 add (-13.512224825756336 mul cos(((-0.2133154453115599 add (0.8410953583652078 mul (-5.198979220990534 add (3.462337852859596 mul x_1)))) add ((-0.03331544531156304 add (0.8154357504041954 mul (-5.191424671835127 add (3.462568818082145 mul x_0)))) add (-0.43331544531155197 add (-1.2281901952870573 mul (-2.883537796865257 add (1.1557502882184507 mul x_2))))))))))**2)))))))),"add,0.7640120464001967,mul,-0.01033331387906653,inv,add,0.004864199942269418,mul,-1.1383600476991576,inv,add,0.9802049444293433,mul,-0.4694767870224825,pow2,add,1.6693784676394692,mul,-13.512224825756336,cos,add,add,-0.2133154453115599,mul,0.8410953583652078,add,-5.198979220990534,mul,3.462337852859596,x_1,add,add,-0.03331544531156304,mul,0.8154357504041954,add,-5.191424671835127,mul,3.462568818082145,x_0,add,-0.43331544531155197,mul,-1.2281901952870573,add,-2.883537796865257,mul,1.1557502882184507,x_2",BFGS,263.8817282,(0.7640120464001967 add (-0.01033331387906653 mul inv((0.004864199942269418 add (-1.1383600476991576 mul inv((0.9802049444293433 add (-0.4694767870224825 mul ((1.6693784676394692 add (-13.512224825756336 mul cos(((-0.2133154453115599 add (0.8410953583652078 mul (-5.198979220990534 add (3.462337852859596 mul x_1)))) add ((-0.03331544531156304 add (0.8154357504041954 mul (-5.191424671835127 add (3.462568818082145 mul x_0)))) add (-0.43331544531155197 add (-1.2281901952870573 mul (-2.883537796865257 add (1.1557502882184507 mul x_2))))))))))**2)))))))),0.329998058,0,0,0,0,49,0.325857326,0,0,0,0,49,3,133
(p_d*Ef*t/(h/(2*pi)))*sin((omega-omega_0)*t/2)**2/((omega-omega_0)*t/2)**2,feynman_III_9_52,0,((((3.4785629853107527 add (-3.4632263435947697 add (1.732038206070412 mul x_0))) mul (0.003482008057391465 add (0.0010150258131616649 mul (-3.4617827981365608 add (1.729549099658209 mul x_1))))) mul (7.4389593300630885 add ((1.684801649070078 add (-1.052803700461291 mul (-3.4721940680602126 add (1.7375123006753803 mul x_3)))))**2)) mul (0.0374345717891254 add (1.6806422069217153 mul (((-0.4981472988603475 add (1.6023457129289809 mul (-3.46471060475401 add (1.734339529759671 mul x_2)))) add (3.5008527011385646 add (7.761678523536548 mul cos((((5.33739488705206 add (-3.46471060475401 add (1.734339529759671 mul x_2))) mul (-0.0035287681411842577 add (-0.000661140538055604 mul (-3.46471060475401 add (1.734339529759671 mul x_2))))) mul ((-0.10792025954588211 add (-40.17249528399883 mul (-2.6033117328332143 add (0.8670724228489725 mul x_4)))) add (-0.10792025954604328 add (40.14930037903315 mul (-2.5959387889866212 add (0.8660105907341327 mul x_5)))))))))))**2))),"mul,mul,mul,add,3.4785629853107527,add,-3.4632263435947697,mul,1.732038206070412,x_0,add,0.003482008057391465,mul,0.0010150258131616649,add,-3.4617827981365608,mul,1.729549099658209,x_1,add,7.4389593300630885,pow2,add,1.684801649070078,mul,-1.052803700461291,add,-3.4721940680602126,mul,1.7375123006753803,x_3,add,0.0374345717891254,mul,1.6806422069217153,pow2,add,add,-0.4981472988603475,mul,1.6023457129289809,add,-3.46471060475401,mul,1.734339529759671,x_2,add,3.5008527011385646,mul,7.761678523536548,cos,mul,mul,add,5.33739488705206,add,-3.46471060475401,mul,1.734339529759671,x_2,add,-0.0035287681411842577,mul,-0.000661140538055604,add,-3.46471060475401,mul,1.734339529759671,x_2,add,add,-0.10792025954588211,mul,-40.17249528399883,add,-2.6033117328332143,mul,0.8670724228489725,x_4,add,-0.10792025954604328,mul,40.14930037903315,add,-2.5959387889866212,mul,0.8660105907341327,x_5",BFGS,500.610626,((((3.4785629853107527 add (-3.4632263435947697 add (1.732038206070412 mul x_0))) mul (0.003482008057391465 add (0.0010150258131616649 mul (-3.4617827981365608 add (1.729549099658209 mul x_1))))) mul (7.4389593300630885 add ((1.684801649070078 add (-1.052803700461291 mul (-3.4721940680602126 add (1.7375123006753803 mul x_3)))))**2)) mul (0.0374345717891254 add (1.6806422069217153 mul (((-0.4981472988603475 add (1.6023457129289809 mul (-3.46471060475401 add (1.734339529759671 mul x_2)))) add (3.5008527011385646 add (7.761678523536548 mul cos((((5.33739488705206 add (-3.46471060475401 add (1.734339529759671 mul x_2))) mul (-0.0035287681411842577 add (-0.000661140538055604 mul (-3.46471060475401 add (1.734339529759671 mul x_2))))) mul ((-0.10792025954588211 add (-40.17249528399883 mul (-2.6033117328332143 add (0.8670724228489725 mul x_4)))) add (-0.10792025954604328 add (40.14930037903315 mul (-2.5959387889866212 add (0.8660105907341327 mul x_5)))))))))))**2))),0.998044505,0,0,0,0,88,0.997973984,0,0,0,0,88,6,191
sigma_den/epsilon*1/(1+chi),feynman_II_10_9,0,((-9.180956188464457e-08 add (0.0065312030733713335 mul inv(((0.02264732798001426 add (0.008694519197343315 mul (-2.604782085001888 add (0.8660608880597371 mul x_1)))) mul (-0.2993745431013744 add (-0.08634518231194603 mul (-2.6006451447723093 add (0.8665365570831454 mul x_2)))))))) mul (-0.2585032016605567 add (-0.09982362647518482 mul (-2.5895999980102067 add (0.8641571803680451 mul x_0))))),"mul,add,-9.180956188464457e-08,mul,0.0065312030733713335,inv,mul,add,0.02264732798001426,mul,0.008694519197343315,add,-2.604782085001888,mul,0.8660608880597371,x_1,add,-0.2993745431013744,mul,-0.08634518231194603,add,-2.6006451447723093,mul,0.8665365570831454,x_2,add,-0.2585032016605567,mul,-0.09982362647518482,add,-2.5895999980102067,mul,0.8641571803680451,x_0",BFGS,124.8415382,((-9.180956188464457e-08 add (0.0065312030733713335 mul inv(((0.02264732798001426 add (0.008694519197343315 mul (-2.604782085001888 add (0.8660608880597371 mul x_1)))) mul (-0.2993745431013744 add (-0.08634518231194603 mul (-2.6006451447723093 add (0.8665365570831454 mul x_2)))))))) mul (-0.2585032016605567 add (-0.09982362647518482 mul (-2.5895999980102067 add (0.8641571803680451 mul x_0))))),1,1,1,1,1,34,1,1,1,1,1,34,3,79
n_rho*p_d**2*Ef/(3*kb*T),feynman_II_11_20,0,(-4.919355965567783e-07 add (0.6181653322070917 mul abs((((1.3298283957995112e-07 add ((2.6068871700357463 add (-2.6068870395891888 add (0.8677782034934635 mul x_1))))**2) mul (0.010297500411499832 add (0.003968527818629496 mul (-2.5947908867701486 add (0.8651009106014897 mul x_2))))) mul ((0.2115906596068107 add (0.08124353533692545 mul (-2.6043998246869164 add (0.86560261259899 mul x_0)))) mul (-0.0001278323229558811 add (-9.901422666518519 mul inv(((0.007322305010587323 add (0.0028132979641295203 mul (-2.6027479970021314 add (0.8669944614233278 mul x_3)))) mul (4.104278100018966 add (1.5776438349375645 mul (-2.6015241273344514 add (0.8675685707496396 mul x_4))))))))))))),"add,-4.919355965567783e-07,mul,0.6181653322070917,abs,mul,mul,add,1.3298283957995112e-07,pow2,add,2.6068871700357463,add,-2.6068870395891888,mul,0.8677782034934635,x_1,add,0.010297500411499832,mul,0.003968527818629496,add,-2.5947908867701486,mul,0.8651009106014897,x_2,mul,add,0.2115906596068107,mul,0.08124353533692545,add,-2.6043998246869164,mul,0.86560261259899,x_0,add,-0.0001278323229558811,mul,-9.901422666518519,inv,mul,add,0.007322305010587323,mul,0.0028132979641295203,add,-2.6027479970021314,mul,0.8669944614233278,x_3,add,4.104278100018966,mul,1.5776438349375645,add,-2.6015241273344514,mul,0.8675685707496396,x_4",BFGS,323.1317101,(-4.919355965567783e-07 add (0.6181653322070917 mul abs((((1.3298283957995112e-07 add ((2.6068871700357463 add (-2.6068870395891888 add (0.8677782034934635 mul x_1))))**2) mul (0.010297500411499832 add (0.003968527818629496 mul (-2.5947908867701486 add (0.8651009106014897 mul x_2))))) mul ((0.2115906596068107 add (0.08124353533692545 mul (-2.6043998246869164 add (0.86560261259899 mul x_0)))) mul (-0.0001278323229558811 add (-9.901422666518519 mul inv(((0.007322305010587323 add (0.0028132979641295203 mul (-2.6027479970021314 add (0.8669944614233278 mul x_3)))) mul (4.104278100018966 add (1.5776438349375645 mul (-2.6015241273344514 add (0.8675685707496396 mul x_4))))))))))))),1,1,1,1,1,60,1,1,1,1,1,60,5,139
n*alpha/(1-(n*alpha/3))*epsilon*Ef,feynman_II_11_27,0,((((0.199868728254089 add (0.10268450812803843 mul (-1.7379565980190819 add (3.475110645443787 mul x_0)))) sub (0.20013127174716505 add (0.01539304384523907 mul (-5.2118848369074575 add (3.4701450094990047 mul x_2))))) sub (0.13713127174469816 add ((5.266553627374676 add (-5.2118848369074575 add (3.4701450094990047 mul x_2))) mul ((((9.832794983600728 add (-1.7273124121886612 add (3.465612813810953 mul x_1))) mul ((-0.3082620658699776 add (-0.027558004685426782 mul (-1.7379565980190819 add (3.475110645443787 mul x_0)))) add (0.0927379341298317 add (0.00028352064978505063 mul (-5.191364206294156 add (3.4597104426669576 mul x_3)))))) mul (-0.004090266809007027 add (-0.0023760836172644867 mul (-1.7273124121886612 add (3.465612813810953 mul x_1))))) mul (62.23627222050234 add (12.22080187377142 mul (-5.191364206294156 add (3.4597104426669576 mul x_3)))))))) mul (-0.20097877058194574 add (-0.11412122707395296 mul (-1.7379565980190819 add (3.475110645443787 mul x_0))))),"mul,sub,sub,add,0.199868728254089,mul,0.10268450812803843,add,-1.7379565980190819,mul,3.475110645443787,x_0,add,0.20013127174716505,mul,0.01539304384523907,add,-5.2118848369074575,mul,3.4701450094990047,x_2,add,0.13713127174469816,mul,add,5.266553627374676,add,-5.2118848369074575,mul,3.4701450094990047,x_2,mul,mul,mul,add,9.832794983600728,add,-1.7273124121886612,mul,3.465612813810953,x_1,add,add,-0.3082620658699776,mul,-0.027558004685426782,add,-1.7379565980190819,mul,3.475110645443787,x_0,add,0.0927379341298317,mul,0.00028352064978505063,add,-5.191364206294156,mul,3.4597104426669576,x_3,add,-0.004090266809007027,mul,-0.0023760836172644867,add,-1.7273124121886612,mul,3.465612813810953,x_1,add,62.23627222050234,mul,12.22080187377142,add,-5.191364206294156,mul,3.4597104426669576,x_3,add,-0.20097877058194574,mul,-0.11412122707395296,add,-1.7379565980190819,mul,3.475110645443787,x_0",BFGS,404.5074885,((((0.199868728254089 add (0.10268450812803843 mul (-1.7379565980190819 add (3.475110645443787 mul x_0)))) sub (0.20013127174716505 add (0.01539304384523907 mul (-5.2118848369074575 add (3.4701450094990047 mul x_2))))) sub (0.13713127174469816 add ((5.266553627374676 add (-5.2118848369074575 add (3.4701450094990047 mul x_2))) mul ((((9.832794983600728 add (-1.7273124121886612 add (3.465612813810953 mul x_1))) mul ((-0.3082620658699776 add (-0.027558004685426782 mul (-1.7379565980190819 add (3.475110645443787 mul x_0)))) add (0.0927379341298317 add (0.00028352064978505063 mul (-5.191364206294156 add (3.4597104426669576 mul x_3)))))) mul (-0.004090266809007027 add (-0.0023760836172644867 mul (-1.7273124121886612 add (3.465612813810953 mul x_1))))) mul (62.23627222050234 add (12.22080187377142 mul (-5.191364206294156 add (3.4597104426669576 mul x_3)))))))) mul (-0.20097877058194574 add (-0.11412122707395296 mul (-1.7379565980190819 add (3.475110645443787 mul x_0))))),0.999666608,0,0,0,0,87,0.999665292,0,0,0,0,87,4,171
1+n*alpha/(1-(n*alpha/3)),feynman_II_11_28,0,(-0.2473318276604866 add (1.2477221771390503 mul exp(((-0.018847628665637852 add (-0.010784811411804346 mul (-1.7420276880483003 add (3.4720444419301932 mul x_0)))) mul (-10.496678845032946 add (-6.0316546268828946 mul (-1.7346941037335974 add (3.4625097497660695 mul x_1)))))))),"add,-0.2473318276604866,mul,1.2477221771390503,exp,mul,add,-0.018847628665637852,mul,-0.010784811411804346,add,-1.7420276880483003,mul,3.4720444419301932,x_0,add,-10.496678845032946,mul,-6.0316546268828946,add,-1.7346941037335974,mul,3.4625097497660695,x_1",BFGS,90.2410059,(-0.2473318276604866 add (1.2477221771390503 mul exp(((-0.018847628665637852 add (-0.010784811411804346 mul (-1.7420276880483003 add (3.4720444419301932 mul x_0)))) mul (-10.496678845032946 add (-6.0316546268828946 mul (-1.7346941037335974 add (3.4625097497660695 mul x_1)))))))),0.999989322,1,1,1,1,24,0.999989469,1,1,1,1,24,2,59
q*Ef/(m*(omega_0**2-omega**2)),feynman_II_11_3,0,(-0.001869328305444379 add (-9.0100744758563 mul inv(((0.28068800057539917 add (0.060541274080534446 mul (-5.2060733227625215 add (3.466331828906177 mul x_4)))) sub (((0.19602228692623527 add (-5.2060733227625215 add (3.466331828906177 mul x_4))) sub (15.123977713059114 add (3.7677216238234985 mul (-6.917900877853696 add (1.7287721411323524 mul x_3))))) mul ((0.015783899648868324 add (0.001221003087072122 mul (-6.917900877853696 add (1.7287721411323524 mul x_3)))) mul ((0.19184562717621348 add (0.05460493078647944 mul (-3.4638062908212186 add (1.7330316181219685 mul x_2)))) mul (-0.08965116003852353 add (-9.899821509871511 mul inv(((-0.01219565576079615 add (-0.003439193007459872 mul (-3.4853633223678875 add (1.7408126907851313 mul x_1)))) mul (-0.6004904103089617 add (-0.17029326076961135 mul (-3.470321888201545 add (1.7331442750853636 mul x_0))))))))))))))),"add,-0.001869328305444379,mul,-9.0100744758563,inv,sub,add,0.28068800057539917,mul,0.060541274080534446,add,-5.2060733227625215,mul,3.466331828906177,x_4,mul,sub,add,0.19602228692623527,add,-5.2060733227625215,mul,3.466331828906177,x_4,add,15.123977713059114,mul,3.7677216238234985,add,-6.917900877853696,mul,1.7287721411323524,x_3,mul,add,0.015783899648868324,mul,0.001221003087072122,add,-6.917900877853696,mul,1.7287721411323524,x_3,mul,add,0.19184562717621348,mul,0.05460493078647944,add,-3.4638062908212186,mul,1.7330316181219685,x_2,add,-0.08965116003852353,mul,-9.899821509871511,inv,mul,add,-0.01219565576079615,mul,-0.003439193007459872,add,-3.4853633223678875,mul,1.7408126907851313,x_1,add,-0.6004904103089617,mul,-0.17029326076961135,add,-3.470321888201545,mul,1.7331442750853636,x_0",BFGS,430.3152411,(-0.001869328305444379 add (-9.0100744758563 mul inv(((0.28068800057539917 add (0.060541274080534446 mul (-5.2060733227625215 add (3.466331828906177 mul x_4)))) sub (((0.19602228692623527 add (-5.2060733227625215 add (3.466331828906177 mul x_4))) sub (15.123977713059114 add (3.7677216238234985 mul (-6.917900877853696 add (1.7287721411323524 mul x_3))))) mul ((0.015783899648868324 add (0.001221003087072122 mul (-6.917900877853696 add (1.7287721411323524 mul x_3)))) mul ((0.19184562717621348 add (0.05460493078647944 mul (-3.4638062908212186 add (1.7330316181219685 mul x_2)))) mul (-0.08965116003852353 add (-9.899821509871511 mul inv(((-0.01219565576079615 add (-0.003439193007459872 mul (-3.4853633223678875 add (1.7408126907851313 mul x_1)))) mul (-0.6004904103089617 add (-0.17029326076961135 mul (-3.470321888201545 add (1.7331442750853636 mul x_0))))))))))))))),0.999647787,1,0,0,1,77,0.999647903,1,0,0,1,77,5,169
1/(4*pi*epsilon*c**2)*2*I/r,feynman_II_13_17,0,(((2.5999644391956824 add (-2.5917902389002254 add (0.8649563078491833 mul x_2))) mul (0.000993233465645053 add (-0.3000805418479241 mul inv(((0.009956734852586843 add (-0.09185469101946898 mul ((2.7010847499937922 add (-2.5979812723496774 add (0.8652532306402464 mul x_1))))**2)) mul ((0.19923277192226416 add (0.07677473946355677 mul (-2.595406221394401 add (0.8658858512598822 mul x_0)))) mul (0.19053912782547713 add (0.07335986592688955 mul (-2.5972629181777984 add (0.8657796199731397 mul x_3)))))))))) mul (0.00018942140328784992 add (-4.475031996188019e-06 mul (-2.5979812723496774 add (0.8652532306402464 mul x_1))))),"mul,mul,add,2.5999644391956824,add,-2.5917902389002254,mul,0.8649563078491833,x_2,add,0.000993233465645053,mul,-0.3000805418479241,inv,mul,add,0.009956734852586843,mul,-0.09185469101946898,pow2,add,2.7010847499937922,add,-2.5979812723496774,mul,0.8652532306402464,x_1,mul,add,0.19923277192226416,mul,0.07677473946355677,add,-2.595406221394401,mul,0.8658858512598822,x_0,add,0.19053912782547713,mul,0.07335986592688955,add,-2.5972629181777984,mul,0.8657796199731397,x_3,add,0.00018942140328784992,mul,-4.475031996188019e-06,add,-2.5979812723496774,mul,0.8652532306402464,x_1",BFGS,212.3860478,(((2.5999644391956824 add (-2.5917902389002254 add (0.8649563078491833 mul x_2))) mul (0.000993233465645053 add (-0.3000805418479241 mul inv(((0.009956734852586843 add (-0.09185469101946898 mul ((2.7010847499937922 add (-2.5979812723496774 add (0.8652532306402464 mul x_1))))**2)) mul ((0.19923277192226416 add (0.07677473946355677 mul (-2.595406221394401 add (0.8658858512598822 mul x_0)))) mul (0.19053912782547713 add (0.07335986592688955 mul (-2.5972629181777984 add (0.8657796199731397 mul x_3)))))))))) mul (0.00018942140328784992 add (-4.475031996188019e-06 mul (-2.5979812723496774 add (0.8652532306402464 mul x_1))))),0.999993754,1,0,0,1,55,0.99999375,1,0,0,1,55,4,121
rho_c_0/sqrt(1-v**2/c**2),feynman_II_13_23,0,((3.4875633753941027 add (1.344943026482479 mul (-2.5926754107122307 add (0.8647418930789632 mul x_0)))) mul (0.8621617571644563 add (0.0018074946865056676 mul exp(((0.7058379215647711 add (0.45071129679556254 mul (-5.19438124790582 add (3.4595615311871613 mul x_1)))) add (0.7358379215646887 add ((0.9724731225033725 add (-0.25416311615460196 mul (-3.2119268624898343 add (0.4946728592186622 mul x_2)))))**3)))))),"mul,add,3.4875633753941027,mul,1.344943026482479,add,-2.5926754107122307,mul,0.8647418930789632,x_0,add,0.8621617571644563,mul,0.0018074946865056676,exp,add,add,0.7058379215647711,mul,0.45071129679556254,add,-5.19438124790582,mul,3.4595615311871613,x_1,add,0.7358379215646887,pow3,add,0.9724731225033725,mul,-0.25416311615460196,add,-3.2119268624898343,mul,0.4946728592186622,x_2",BFGS,146.5669057,((3.4875633753941027 add (1.344943026482479 mul (-2.5926754107122307 add (0.8647418930789632 mul x_0)))) mul (0.8621617571644563 add (0.0018074946865056676 mul exp(((0.7058379215647711 add (0.45071129679556254 mul (-5.19438124790582 add (3.4595615311871613 mul x_1)))) add (0.7358379215646887 add ((0.9724731225033725 add (-0.25416311615460196 mul (-3.2119268624898343 add (0.4946728592186622 mul x_2)))))**3)))))),0.999964305,1,0,1,1,37,0.999963135,1,0,1,1,37,3,89
rho_c_0*v/sqrt(1-v**2/c**2),feynman_II_13_34,0,(((0.5948566721610881 add inv((3.772071570075993 add (-3.2163499676926035 add (0.49461433707837094 mul x_2))))) mul (0.06952302538097149 add (0.026783731034793635 mul (-2.597044342068673 add (0.8667144409013834 mul x_0))))) mul ((77.25244956944222 add (16.004952042830894 mul (-5.215535950495616 add (3.477063874420896 mul x_1)))) sub (0.04755043055078637 add (-4.53758071519184 mul (-3.2163499676926035 add (0.49461433707837094 mul x_2)))))),"mul,mul,add,0.5948566721610881,inv,add,3.772071570075993,add,-3.2163499676926035,mul,0.49461433707837094,x_2,add,0.06952302538097149,mul,0.026783731034793635,add,-2.597044342068673,mul,0.8667144409013834,x_0,sub,add,77.25244956944222,mul,16.004952042830894,add,-5.215535950495616,mul,3.477063874420896,x_1,add,0.04755043055078637,mul,-4.53758071519184,add,-3.2163499676926035,mul,0.49461433707837094,x_2",BFGS,146.216675,(((0.5948566721610881 add inv((3.772071570075993 add (-3.2163499676926035 add (0.49461433707837094 mul x_2))))) mul (0.06952302538097149 add (0.026783731034793635 mul (-2.597044342068673 add (0.8667144409013834 mul x_0))))) mul ((77.25244956944222 add (16.004952042830894 mul (-5.215535950495616 add (3.477063874420896 mul x_1)))) sub (0.04755043055078637 add (-4.53758071519184 mul (-3.2163499676926035 add (0.49461433707837094 mul x_2)))))),0.999319371,1,0,0,1,40,0.999353701,1,0,0,1,40,3,83
#NAME?,feynman_II_15_4,0,(((2.608987506356357 add (-2.608987671448548 add (0.8683234577681304 mul x_1))) mul (0.18280414667809655 add (0.07017455032592804 mul (-2.6049920634800725 add (0.8675784308939211 mul x_0))))) mul (-1.7677735349777557e-06 add (18.91603612581035 mul cos((0.13526071935898637 add (-1.160993146183454 mul (-2.589448301342927 add (0.861331472553162 mul x_2)))))))),"mul,mul,add,2.608987506356357,add,-2.608987671448548,mul,0.8683234577681304,x_1,add,0.18280414667809655,mul,0.07017455032592804,add,-2.6049920634800725,mul,0.8675784308939211,x_0,add,-1.7677735349777557e-06,mul,18.91603612581035,cos,add,0.13526071935898637,mul,-1.160993146183454,add,-2.589448301342927,mul,0.861331472553162,x_2",BFGS,102.3399372,(((2.608987506356357 add (-2.608987671448548 add (0.8683234577681304 mul x_1))) mul (0.18280414667809655 add (0.07017455032592804 mul (-2.6049920634800725 add (0.8675784308939211 mul x_0))))) mul (-1.7677735349777557e-06 add (18.91603612581035 mul cos((0.13526071935898637 add (-1.160993146183454 mul (-2.589448301342927 add (0.861331472553162 mul x_2)))))))),1,1,1,1,1,32,1,1,1,1,1,32,3,71
