formula,problem,target_noise,predicted_tree,predicted_tree_prefix,refinement_type,time,relabed_predicted_tree,r2_fit,accuracy_l1_biggio_fit,accuracy_l1_1e-3_fit,accuracy_l1_1e-2_fit,accuracy_l1_1e-1_fit,_complexity_fit,r2_predict,accuracy_l1_biggio_predict,accuracy_l1_1e-3_predict,accuracy_l1_1e-2_predict,accuracy_l1_1e-1_predict,_complexity_predict,input_dimension,num_evals
???,strogatz_predprey2,0.01,(((-0.01236879445569166 add (-0.03192216399680295 mul (-1.9055441375108872 add (0.38730634142297116 mul x_1)))) mul (((-26.841921667013 add (-1.9055441375108872 add (0.38730634142297116 mul x_1))) sub (26.331921701993796 add (-16.02259289200274 mul cos(((0.1009893399209924 add (0.01934238611590232 mul (-0.8168214252377938 add (0.8665825418917138 mul x_0)))) mul (94.36673456526248 add (-7.320345092520506 mul (-0.8168214252377938 add (0.8665825418917138 mul x_0))))))))) sub (-63.068078279400424 add (-1.0344718456414757 mul (-0.8168214252377938 add (0.8665825418917138 mul x_0)))))) sub (-5.716551575708144 add (452.10728783880216 mul inv(((40.66673794312537 add (-14.142614749094902 mul (-1.9055441375108872 add (0.38730634142297116 mul x_1)))) sub (-39.69673792099331 add (-23.75355383682277 mul (-0.8168214252377938 add (0.8665825418917138 mul x_0))))))))),"sub,mul,add,-0.01236879445569166,mul,-0.03192216399680295,add,-1.9055441375108872,mul,0.38730634142297116,x_1,sub,sub,add,-26.841921667013,add,-1.9055441375108872,mul,0.38730634142297116,x_1,add,26.331921701993796,mul,-16.02259289200274,cos,mul,add,0.1009893399209924,mul,0.01934238611590232,add,-0.8168214252377938,mul,0.8665825418917138,x_0,add,94.36673456526248,mul,-7.320345092520506,add,-0.8168214252377938,mul,0.8665825418917138,x_0,add,-63.068078279400424,mul,-1.0344718456414757,add,-0.8168214252377938,mul,0.8665825418917138,x_0,add,-5.716551575708144,mul,452.10728783880216,inv,sub,add,40.66673794312537,mul,-14.142614749094902,add,-1.9055441375108872,mul,0.38730634142297116,x_1,add,-39.69673792099331,mul,-23.75355383682277,add,-0.8168214252377938,mul,0.8665825418917138,x_0",BFGS,297.2350161,(((-0.01236879445569166 add (-0.03192216399680295 mul (-1.9055441375108872 add (0.38730634142297116 mul x_1)))) mul (((-26.841921667013 add (-1.9055441375108872 add (0.38730634142297116 mul x_1))) sub (26.331921701993796 add (-16.02259289200274 mul cos(((0.1009893399209924 add (0.01934238611590232 mul (-0.8168214252377938 add (0.8665825418917138 mul x_0)))) mul (94.36673456526248 add (-7.320345092520506 mul (-0.8168214252377938 add (0.8665825418917138 mul x_0))))))))) sub (-63.068078279400424 add (-1.0344718456414757 mul (-0.8168214252377938 add (0.8665825418917138 mul x_0)))))) sub (-5.716551575708144 add (452.10728783880216 mul inv(((40.66673794312537 add (-14.142614749094902 mul (-1.9055441375108872 add (0.38730634142297116 mul x_1)))) sub (-39.69673792099331 add (-23.75355383682277 mul (-0.8168214252377938 add (0.8665825418917138 mul x_0))))))))),0.986167645,0,0,0,0,77,0.983169016,0,0,0,0,77,2,167
???,strogatz_shearflow1,0.01,((-0.0052198079458403235 add (0.005124635729741434 mul (0.6388034879734774 add (0.7234553896652759 mul x_1)))) mul ((-15.765024375261103 add (60.282047510369786 mul tan((0.9462323989782088 add (0.6388034879734774 add (0.7234553896652759 mul x_1)))))) mul (2.576021677746553 add (2.5378121150583075 mul sin((-7.584355313473214 add (5.422497325912303 mul (((1.0570005559987894 add (0.04887844047118878 mul inv((0.8000576484676748 add (0.20622399091743185 add (0.3668683042877026 mul x_0)))))) mul (-0.7362210787748904 add (0.610182133627596 mul (0.20622399091743185 add (0.3668683042877026 mul x_0))))))**2))))))),"mul,add,-0.0052198079458403235,mul,0.005124635729741434,add,0.6388034879734774,mul,0.7234553896652759,x_1,mul,add,-15.765024375261103,mul,60.282047510369786,tan,add,0.9462323989782088,add,0.6388034879734774,mul,0.7234553896652759,x_1,add,2.576021677746553,mul,2.5378121150583075,sin,add,-7.584355313473214,mul,5.422497325912303,pow2,mul,add,1.0570005559987894,mul,0.04887844047118878,inv,add,0.8000576484676748,add,0.20622399091743185,mul,0.3668683042877026,x_0,add,-0.7362210787748904,mul,0.610182133627596,add,0.20622399091743185,mul,0.3668683042877026,x_0",BFGS,138.0500815,((-0.0052198079458403235 add (0.005124635729741434 mul (0.6388034879734774 add (0.7234553896652759 mul x_1)))) mul ((-15.765024375261103 add (60.282047510369786 mul tan((0.9462323989782088 add (0.6388034879734774 add (0.7234553896652759 mul x_1)))))) mul (2.576021677746553 add (2.5378121150583075 mul sin((-7.584355313473214 add (5.422497325912303 mul (((1.0570005559987894 add (0.04887844047118878 mul inv((0.8000576484676748 add (0.20622399091743185 add (0.3668683042877026 mul x_0)))))) mul (-0.7362210787748904 add (0.610182133627596 mul (0.20622399091743185 add (0.3668683042877026 mul x_0))))))**2))))))),0.904959987,0,0,0,0,55,0.908225395,0,0,0,0,55,2,137
???,strogatz_shearflow2,0.01,(0.12975187176384606 add ((1.4357009084887662 add (0.20622399091743185 add (0.3668683042877026 mul x_0))) mul (-0.1650181471655884 add (-0.5012965541378784 mul sin(((0.0014091011397783881 add (-0.007081028288432384 mul (0.20622399091743185 add (0.3668683042877026 mul x_0)))) mul (34.27296346862829 add (((0.040263537581297734 add (0.012521279761242865 mul (0.6388034879734774 add (0.7234553896652759 mul x_1)))) mul (-13.515325125727964 add (8.232211757049706 mul ((5.176523658982785 add (10.752010442458028 mul (0.6388034879734774 add (0.7234553896652759 mul x_1)))))**2))) mul ((9.336180878431925 add (-7.587268194212156 mul (0.6388034879734774 add (0.7234553896652759 mul x_1)))) sub (-9.336180872227553 add (-2.308135066291707 mul (0.20622399091743185 add (0.3668683042877026 mul x_0))))))))))))),"add,0.12975187176384606,mul,add,1.4357009084887662,add,0.20622399091743185,mul,0.3668683042877026,x_0,add,-0.1650181471655884,mul,-0.5012965541378784,sin,mul,add,0.0014091011397783881,mul,-0.007081028288432384,add,0.20622399091743185,mul,0.3668683042877026,x_0,add,34.27296346862829,mul,mul,add,0.040263537581297734,mul,0.012521279761242865,add,0.6388034879734774,mul,0.7234553896652759,x_1,add,-13.515325125727964,mul,8.232211757049706,pow2,add,5.176523658982785,mul,10.752010442458028,add,0.6388034879734774,mul,0.7234553896652759,x_1,sub,add,9.336180878431925,mul,-7.587268194212156,add,0.6388034879734774,mul,0.7234553896652759,x_1,add,-9.336180872227553,mul,-2.308135066291707,add,0.20622399091743185,mul,0.3668683042877026,x_0",BFGS,248.2947772,(0.12975187176384606 add ((1.4357009084887662 add (0.20622399091743185 add (0.3668683042877026 mul x_0))) mul (-0.1650181471655884 add (-0.5012965541378784 mul sin(((0.0014091011397783881 add (-0.007081028288432384 mul (0.20622399091743185 add (0.3668683042877026 mul x_0)))) mul (34.27296346862829 add (((0.040263537581297734 add (0.012521279761242865 mul (0.6388034879734774 add (0.7234553896652759 mul x_1)))) mul (-13.515325125727964 add (8.232211757049706 mul ((5.176523658982785 add (10.752010442458028 mul (0.6388034879734774 add (0.7234553896652759 mul x_1)))))**2))) mul ((9.336180878431925 add (-7.587268194212156 mul (0.6388034879734774 add (0.7234553896652759 mul x_1)))) sub (-9.336180872227553 add (-2.308135066291707 mul (0.20622399091743185 add (0.3668683042877026 mul x_0))))))))))))),0.960585404,0,0,0,0,71,0.919378458,0,0,0,0,71,2,219
???,strogatz_vdp1,0.01,(((37.69678503875671 mul inv((-3.994465405016708 add (-3.903373144803394 mul ((-1.6073897941381854 add (-0.37239047610649734 mul (-0.6094416635175517 add (1.1182066171417189 mul x_0)))))**2)))) mul (-83.26588165520685 add (-0.596197380562254 mul (-0.40448119698497476 add (3.7070215776755555 mul x_1))))) add (-365.64256691349823 add ((-0.15941178282624285 add (-0.11356745294718128 mul (-0.6094416635175517 add (1.1182066171417189 mul x_0)))) mul ((181.84981748841105 add (1.4064268297987188 mul (-0.40448119698497476 add (3.7070215776755555 mul x_1)))) mul (-5.006116457393032 add (-0.6094416635175517 add (1.1182066171417189 mul x_0))))))),"add,mul,mul,37.69678503875671,inv,add,-3.994465405016708,mul,-3.903373144803394,pow2,add,-1.6073897941381854,mul,-0.37239047610649734,add,-0.6094416635175517,mul,1.1182066171417189,x_0,add,-83.26588165520685,mul,-0.596197380562254,add,-0.40448119698497476,mul,3.7070215776755555,x_1,add,-365.64256691349823,mul,add,-0.15941178282624285,mul,-0.11356745294718128,add,-0.6094416635175517,mul,1.1182066171417189,x_0,mul,add,181.84981748841105,mul,1.4064268297987188,add,-0.40448119698497476,mul,3.7070215776755555,x_1,add,-5.006116457393032,add,-0.6094416635175517,mul,1.1182066171417189,x_0",BFGS,292.9439497,(((37.69678503875671 mul inv((-3.994465405016708 add (-3.903373144803394 mul ((-1.6073897941381854 add (-0.37239047610649734 mul (-0.6094416635175517 add (1.1182066171417189 mul x_0)))))**2)))) mul (-83.26588165520685 add (-0.596197380562254 mul (-0.40448119698497476 add (3.7070215776755555 mul x_1))))) add (-365.64256691349823 add ((-0.15941178282624285 add (-0.11356745294718128 mul (-0.6094416635175517 add (1.1182066171417189 mul x_0)))) mul ((181.84981748841105 add (1.4064268297987188 mul (-0.40448119698497476 add (3.7070215776755555 mul x_1)))) mul (-5.006116457393032 add (-0.6094416635175517 add (1.1182066171417189 mul x_0))))))),0.999431776,0,0,0,0,57,0.999440419,0,0,0,0,57,2,221
???,strogatz_vdp2,0.01,(((0.0035550138735666254 add (-0.6094416635175517 add (1.1182066171417189 mul x_0))) add (0.6045550138735604 add (0.0021411342679991184 mul sin((0.059964621116198366 add (-79.99996980181201 mul (-0.40448119698497476 add (3.7070215776755555 mul x_1)))))))) mul (-0.08950471384218119 add (4.366275527994104e-05 mul (-0.40448119698497476 add (3.7070215776755555 mul x_1))))),"mul,add,add,0.0035550138735666254,add,-0.6094416635175517,mul,1.1182066171417189,x_0,add,0.6045550138735604,mul,0.0021411342679991184,sin,add,0.059964621116198366,mul,-79.99996980181201,add,-0.40448119698497476,mul,3.7070215776755555,x_1,add,-0.08950471384218119,mul,4.366275527994104e-05,add,-0.40448119698497476,mul,3.7070215776755555,x_1",BFGS,38.16957855,(((0.0035550138735666254 add (-0.6094416635175517 add (1.1182066171417189 mul x_0))) add (0.6045550138735604 add (0.0021411342679991184 mul sin((0.059964621116198366 add (-79.99996980181201 mul (-0.40448119698497476 add (3.7070215776755555 mul x_1)))))))) mul (-0.08950471384218119 add (4.366275527994104e-05 mul (-0.40448119698497476 add (3.7070215776755555 mul x_1))))),0.99985924,1,0,0,1,32,0.999995931,1,0,1,1,32,2,71
???,strogatz_bacres1,0.1,(((0.09575155675337337 add (-2.9209836654597594 add (0.07553997603322433 mul x_1))) sub ((0.20524844324587943 add (-0.5302682300399276 mul (-6.57270992203568 add (0.47561917438268325 mul x_0)))) add (-0.10475155674829774 add (-0.028632562164644226 mul sin((0.4627505204436488 add (88.63910192346187 mul (-6.57270992203568 add (0.47561917438268325 mul x_0))))))))) mul (-1.8176013174254892 add (0.7657842458941178 mul cos((5.38135623046564 add (1.0168068148074252 mul (-2.9209836654597594 add (0.07553997603322433 mul x_1)))))))),"mul,sub,add,0.09575155675337337,add,-2.9209836654597594,mul,0.07553997603322433,x_1,add,add,0.20524844324587943,mul,-0.5302682300399276,add,-6.57270992203568,mul,0.47561917438268325,x_0,add,-0.10475155674829774,mul,-0.028632562164644226,sin,add,0.4627505204436488,mul,88.63910192346187,add,-6.57270992203568,mul,0.47561917438268325,x_0,add,-1.8176013174254892,mul,0.7657842458941178,cos,add,5.38135623046564,mul,1.0168068148074252,add,-2.9209836654597594,mul,0.07553997603322433,x_1",BFGS,115.502511,(((0.09575155675337337 add (-2.9209836654597594 add (0.07553997603322433 mul x_1))) sub ((0.20524844324587943 add (-0.5302682300399276 mul (-6.57270992203568 add (0.47561917438268325 mul x_0)))) add (-0.10475155674829774 add (-0.028632562164644226 mul sin((0.4627505204436488 add (88.63910192346187 mul (-6.57270992203568 add (0.47561917438268325 mul x_0))))))))) mul (-1.8176013174254892 add (0.7657842458941178 mul cos((5.38135623046564 add (1.0168068148074252 mul (-2.9209836654597594 add (0.07553997603322433 mul x_1)))))))),0.988816257,0,0,0,0,47,0.99364418,0,0,0,0,47,2,109
???,strogatz_bacres2,0.1,(((0.26280805098699767 add (0.09551717177047482 mul (-2.9209836654597594 add (0.07553997603322433 mul x_1)))) mul (-19.651303317127805 add (3.9734691039495864 mul (-6.57270992203568 add (0.47561917438268325 mul x_0))))) sub (-9.426003009995375 add (0.30803043015242193 mul cos((-2.520651745980688 add (-6.57270992203568 add (0.47561917438268325 mul x_0))))))),"sub,mul,add,0.26280805098699767,mul,0.09551717177047482,add,-2.9209836654597594,mul,0.07553997603322433,x_1,add,-19.651303317127805,mul,3.9734691039495864,add,-6.57270992203568,mul,0.47561917438268325,x_0,add,-9.426003009995375,mul,0.30803043015242193,cos,add,-2.520651745980688,add,-6.57270992203568,mul,0.47561917438268325,x_0",BFGS,93.08302712,(((0.26280805098699767 add (0.09551717177047482 mul (-2.9209836654597594 add (0.07553997603322433 mul x_1)))) mul (-19.651303317127805 add (3.9734691039495864 mul (-6.57270992203568 add (0.47561917438268325 mul x_0))))) sub (-9.426003009995375 add (0.30803043015242193 mul cos((-2.520651745980688 add (-6.57270992203568 add (0.47561917438268325 mul x_0))))))),0.952864229,0,0,0,0,32,0.978252888,1,0,0,1,32,2,71
???,strogatz_barmag1,0.1,((((-0.04083027604185802 add (0.1052545729211049 mul cos(((0.4369253772734429 add (-8.035977387750552 mul (-0.7814648671307372 add (0.39259884293192854 mul x_1)))) sub ((((0.24610852761711172 add (-0.7814648671307372 add (0.39259884293192854 mul x_1))) mul (-1.6948623920870252 add (-13.862280500998375 add (2.4571995904831536 mul x_0)))) mul (0.26916375460307 add (-0.15121997966819084 mul (-0.7814648671307372 add (0.39259884293192854 mul x_1))))) mul (-0.8187908737160268 add (-13.862280500998375 add (2.4571995904831536 mul x_0)))))))) sub (-0.16016972395815768 add (0.19100026975009762 mul (-13.862280500998375 add (2.4571995904831536 mul x_0))))) sub (0.04983027604186027 add (-0.12828680390122676 mul (-0.7814648671307372 add (0.39259884293192854 mul x_1))))) sub (0.04983027604181521 add (0.4158387448180898 mul inv((-0.9032159910611743 add (3.4799634843449474 mul (-0.7814648671307372 add (0.39259884293192854 mul x_1)))))))),"sub,sub,sub,add,-0.04083027604185802,mul,0.1052545729211049,cos,sub,add,0.4369253772734429,mul,-8.035977387750552,add,-0.7814648671307372,mul,0.39259884293192854,x_1,mul,mul,mul,add,0.24610852761711172,add,-0.7814648671307372,mul,0.39259884293192854,x_1,add,-1.6948623920870252,add,-13.862280500998375,mul,2.4571995904831536,x_0,add,0.26916375460307,mul,-0.15121997966819084,add,-0.7814648671307372,mul,0.39259884293192854,x_1,add,-0.8187908737160268,add,-13.862280500998375,mul,2.4571995904831536,x_0,add,-0.16016972395815768,mul,0.19100026975009762,add,-13.862280500998375,mul,2.4571995904831536,x_0,add,0.04983027604186027,mul,-0.12828680390122676,add,-0.7814648671307372,mul,0.39259884293192854,x_1,add,0.04983027604181521,mul,0.4158387448180898,inv,add,-0.9032159910611743,mul,3.4799634843449474,add,-0.7814648671307372,mul,0.39259884293192854,x_1",BFGS,256.13922,((((-0.04083027604185802 add (0.1052545729211049 mul cos(((0.4369253772734429 add (-8.035977387750552 mul (-0.7814648671307372 add (0.39259884293192854 mul x_1)))) sub ((((0.24610852761711172 add (-0.7814648671307372 add (0.39259884293192854 mul x_1))) mul (-1.6948623920870252 add (-13.862280500998375 add (2.4571995904831536 mul x_0)))) mul (0.26916375460307 add (-0.15121997966819084 mul (-0.7814648671307372 add (0.39259884293192854 mul x_1))))) mul (-0.8187908737160268 add (-13.862280500998375 add (2.4571995904831536 mul x_0)))))))) sub (-0.16016972395815768 add (0.19100026975009762 mul (-13.862280500998375 add (2.4571995904831536 mul x_0))))) sub (0.04983027604186027 add (-0.12828680390122676 mul (-0.7814648671307372 add (0.39259884293192854 mul x_1))))) sub (0.04983027604181521 add (0.4158387448180898 mul inv((-0.9032159910611743 add (3.4799634843449474 mul (-0.7814648671307372 add (0.39259884293192854 mul x_1)))))))),0.984030978,0,0,0,0,83,0.92394028,0,0,0,0,83,2,172
???,strogatz_barmag2,0.1,(((1.5736775280867252 add (-0.019995545891796203 mul cos((1.2495329013970657 add (-11.002317769674162 mul (-0.7814648671307372 add (0.39259884293192854 mul x_1))))))) sub ((-0.20730149687915284 add (0.048649114579058954 mul (-13.862280500998375 add (2.4571995904831536 mul x_0)))) mul ((-11.508034492626653 add (0.8174824968984687 mul (-13.862280500998375 add (2.4571995904831536 mul x_0)))) sub (3.608034492530453 add (-3.654827190942903 mul cos((4.622800314276987 add (5.6409810432193686 mul arctan((-0.293274219608565 add (0.500854035142759 mul (-0.7814648671307372 add (0.39259884293192854 mul x_1))))))))))))) sub (-1.5836775280911894 add (-13.862280500998375 add (2.4571995904831536 mul x_0)))),"sub,sub,add,1.5736775280867252,mul,-0.019995545891796203,cos,add,1.2495329013970657,mul,-11.002317769674162,add,-0.7814648671307372,mul,0.39259884293192854,x_1,mul,add,-0.20730149687915284,mul,0.048649114579058954,add,-13.862280500998375,mul,2.4571995904831536,x_0,sub,add,-11.508034492626653,mul,0.8174824968984687,add,-13.862280500998375,mul,2.4571995904831536,x_0,add,3.608034492530453,mul,-3.654827190942903,cos,add,4.622800314276987,mul,5.6409810432193686,arctan,add,-0.293274219608565,mul,0.500854035142759,add,-0.7814648671307372,mul,0.39259884293192854,x_1,add,-1.5836775280911894,add,-13.862280500998375,mul,2.4571995904831536,x_0",BFGS,187.2943406,(((1.5736775280867252 add (-0.019995545891796203 mul cos((1.2495329013970657 add (-11.002317769674162 mul (-0.7814648671307372 add (0.39259884293192854 mul x_1))))))) sub ((-0.20730149687915284 add (0.048649114579058954 mul (-13.862280500998375 add (2.4571995904831536 mul x_0)))) mul ((-11.508034492626653 add (0.8174824968984687 mul (-13.862280500998375 add (2.4571995904831536 mul x_0)))) sub (3.608034492530453 add (-3.654827190942903 mul cos((4.622800314276987 add (5.6409810432193686 mul arctan((-0.293274219608565 add (0.500854035142759 mul (-0.7814648671307372 add (0.39259884293192854 mul x_1))))))))))))) sub (-1.5836775280911894 add (-13.862280500998375 add (2.4571995904831536 mul x_0)))),0.989327458,0,0,0,0,62,0.998353854,0,0,0,0,62,2,147
???,strogatz_glider1,0.1,(((-0.0058818457069737 add (0.027282102813949192 mul (-2.0499339095728217 add (0.9120493798087249 mul x_0)))) mul (-9.872917823819131 add (-2.133573043986741 mul (-2.0499339095728217 add (0.9120493798087249 mul x_0))))) sub (0.30730573967612823 add (-0.9910736280149564 mul sin((-7.577067896706243 add (-7.163803502482426 mul (-1.9318255908811444 add (0.1393370535564696 mul x_1)))))))),"sub,mul,add,-0.0058818457069737,mul,0.027282102813949192,add,-2.0499339095728217,mul,0.9120493798087249,x_0,add,-9.872917823819131,mul,-2.133573043986741,add,-2.0499339095728217,mul,0.9120493798087249,x_0,add,0.30730573967612823,mul,-0.9910736280149564,sin,add,-7.577067896706243,mul,-7.163803502482426,add,-1.9318255908811444,mul,0.1393370535564696,x_1",BFGS,60.80286217,(((-0.0058818457069737 add (0.027282102813949192 mul (-2.0499339095728217 add (0.9120493798087249 mul x_0)))) mul (-9.872917823819131 add (-2.133573043986741 mul (-2.0499339095728217 add (0.9120493798087249 mul x_0))))) sub (0.30730573967612823 add (-0.9910736280149564 mul sin((-7.577067896706243 add (-7.163803502482426 mul (-1.9318255908811444 add (0.1393370535564696 mul x_1)))))))),0.989706981,0,0,0,0,34,0.999688878,0,0,0,1,34,2,79
???,strogatz_glider2,0.1,(((-0.7851340711957843 add abs((-0.39829480057765393 add (-0.24542675402920644 mul (-2.0499339095728217 add (0.9120493798087249 mul x_0)))))) sub (((-2.5308251627021856 add (-2.0499339095728217 add (0.9120493798087249 mul x_0))) mul (-0.013817550142266186 add (0.0007452358925009844 mul sin((-5.965427326941738 add (-7.129901805081648 mul (-1.9318255908811444 add (0.1393370535564696 mul x_1)))))))) mul (-14.153566954459633 add (0.0034580836910280176 mul tan((-0.0907964051039155 add (6.697746899547587 mul (-1.9318255908811444 add (0.1393370535564696 mul x_1))))))))) mul (20.95057904458391 add (-0.20694062749119746 mul (-1.9318255908811444 add (0.1393370535564696 mul x_1))))),"mul,sub,add,-0.7851340711957843,abs,add,-0.39829480057765393,mul,-0.24542675402920644,add,-2.0499339095728217,mul,0.9120493798087249,x_0,mul,mul,add,-2.5308251627021856,add,-2.0499339095728217,mul,0.9120493798087249,x_0,add,-0.013817550142266186,mul,0.0007452358925009844,sin,add,-5.965427326941738,mul,-7.129901805081648,add,-1.9318255908811444,mul,0.1393370535564696,x_1,add,-14.153566954459633,mul,0.0034580836910280176,tan,add,-0.0907964051039155,mul,6.697746899547587,add,-1.9318255908811444,mul,0.1393370535564696,x_1,add,20.95057904458391,mul,-0.20694062749119746,add,-1.9318255908811444,mul,0.1393370535564696,x_1",BFGS,228.8327279,(((-0.7851340711957843 add abs((-0.39829480057765393 add (-0.24542675402920644 mul (-2.0499339095728217 add (0.9120493798087249 mul x_0)))))) sub (((-2.5308251627021856 add (-2.0499339095728217 add (0.9120493798087249 mul x_0))) mul (-0.013817550142266186 add (0.0007452358925009844 mul sin((-5.965427326941738 add (-7.129901805081648 mul (-1.9318255908811444 add (0.1393370535564696 mul x_1)))))))) mul (-14.153566954459633 add (0.0034580836910280176 mul tan((-0.0907964051039155 add (6.697746899547587 mul (-1.9318255908811444 add (0.1393370535564696 mul x_1))))))))) mul (20.95057904458391 add (-0.20694062749119746 mul (-1.9318255908811444 add (0.1393370535564696 mul x_1))))),0.92901913,0,0,0,0,60,0.973731872,0,0,0,0,60,2,177
???,strogatz_lv1,0.1,((0.005099964473172106 add ((0.48192159572871185 add (-0.6384378417199078 add (0.8192860303268586 mul x_0))) mul ((0.052334510875240506 add (0.06533561782594743 mul (-1.8787597109913827 add (1.2747367038684159 mul x_1)))) sub (0.027665489124764932 add (-0.052188086614685526 mul (-0.6384378417199078 add (0.8192860303268586 mul x_0))))))) mul (-30.33426196321002 add (0.5634382123661983 mul tan((0.01782655463989549 add (-1.8787597109913827 add (1.2747367038684159 mul x_1))))))),"mul,add,0.005099964473172106,mul,add,0.48192159572871185,add,-0.6384378417199078,mul,0.8192860303268586,x_0,sub,add,0.052334510875240506,mul,0.06533561782594743,add,-1.8787597109913827,mul,1.2747367038684159,x_1,add,0.027665489124764932,mul,-0.052188086614685526,add,-0.6384378417199078,mul,0.8192860303268586,x_0,add,-30.33426196321002,mul,0.5634382123661983,tan,add,0.01782655463989549,add,-1.8787597109913827,mul,1.2747367038684159,x_1",BFGS,84.50699019,((0.005099964473172106 add ((0.48192159572871185 add (-0.6384378417199078 add (0.8192860303268586 mul x_0))) mul ((0.052334510875240506 add (0.06533561782594743 mul (-1.8787597109913827 add (1.2747367038684159 mul x_1)))) sub (0.027665489124764932 add (-0.052188086614685526 mul (-0.6384378417199078 add (0.8192860303268586 mul x_0))))))) mul (-30.33426196321002 add (0.5634382123661983 mul tan((0.01782655463989549 add (-1.8787597109913827 add (1.2747367038684159 mul x_1))))))),0.990556453,0,0,0,0,42,0.995257189,0,0,0,0,42,2,91
???,strogatz_lv2,0.1,((((0.0708537725010617 add (-0.6384378417199078 add (0.8192860303268586 mul x_0))) sub (-0.0708537725010616 add (-0.6442229452694505 mul (-1.8787597109913827 add (1.2747367038684159 mul x_1))))) mul (-1.8055918624348273 add (-0.9480137154668274 mul (-1.8787597109913827 add (1.2747367038684159 mul x_1))))) sub (0.1063510623515023 add (0.059210085574165724 mul (-1.8787597109913827 add (1.2747367038684159 mul x_1))))),"sub,mul,sub,add,0.0708537725010617,add,-0.6384378417199078,mul,0.8192860303268586,x_0,add,-0.0708537725010616,mul,-0.6442229452694505,add,-1.8787597109913827,mul,1.2747367038684159,x_1,add,-1.8055918624348273,mul,-0.9480137154668274,add,-1.8787597109913827,mul,1.2747367038684159,x_1,add,0.1063510623515023,mul,0.059210085574165724,add,-1.8787597109913827,mul,1.2747367038684159,x_1",BFGS,48.69660139,((((0.0708537725010617 add (-0.6384378417199078 add (0.8192860303268586 mul x_0))) sub (-0.0708537725010616 add (-0.6442229452694505 mul (-1.8787597109913827 add (1.2747367038684159 mul x_1))))) mul (-1.8055918624348273 add (-0.9480137154668274 mul (-1.8787597109913827 add (1.2747367038684159 mul x_1))))) sub (0.1063510623515023 add (0.059210085574165724 mul (-1.8787597109913827 add (1.2747367038684159 mul x_1))))),0.989751778,0,0,0,0,37,0.999397492,0,0,0,0,37,2,73
???,strogatz_predprey1,0.1,(((0.022463842210937415 add (0.0007859047873730266 mul ((-2.1694370498969735 add (-0.8168214252377938 add (0.8665825418917138 mul x_0))))**3)) mul ((-16.593439880071347 add (2.0429623444534872 mul sin((-99.73636950014529 mul (-1.9055441375108872 add (0.38730634142297116 mul x_1)))))) add ((-16.59343988038868 add (-85.62010876222452 mul (-1.9055441375108872 add (0.38730634142297116 mul x_1)))) add (-25.59243988122246 add (81.04201550547785 mul (-0.8168214252377938 add (0.8665825418917138 mul x_0))))))) sub ((0.01761659651286768 add (-0.016275880870677273 mul (-0.8168214252377938 add (0.8665825418917138 mul x_0)))) mul (-74.16518116147974 add (-86.78628575846213 mul (-0.8168214252377938 add (0.8665825418917138 mul x_0)))))),"sub,mul,add,0.022463842210937415,mul,0.0007859047873730266,pow3,add,-2.1694370498969735,add,-0.8168214252377938,mul,0.8665825418917138,x_0,add,add,-16.593439880071347,mul,2.0429623444534872,sin,mul,-99.73636950014529,add,-1.9055441375108872,mul,0.38730634142297116,x_1,add,add,-16.59343988038868,mul,-85.62010876222452,add,-1.9055441375108872,mul,0.38730634142297116,x_1,add,-25.59243988122246,mul,81.04201550547785,add,-0.8168214252377938,mul,0.8665825418917138,x_0,mul,add,0.01761659651286768,mul,-0.016275880870677273,add,-0.8168214252377938,mul,0.8665825418917138,x_0,add,-74.16518116147974,mul,-86.78628575846213,add,-0.8168214252377938,mul,0.8665825418917138,x_0",BFGS,149.6063542,(((0.022463842210937415 add (0.0007859047873730266 mul ((-2.1694370498969735 add (-0.8168214252377938 add (0.8665825418917138 mul x_0))))**3)) mul ((-16.593439880071347 add (2.0429623444534872 mul sin((-99.73636950014529 mul (-1.9055441375108872 add (0.38730634142297116 mul x_1)))))) add ((-16.59343988038868 add (-85.62010876222452 mul (-1.9055441375108872 add (0.38730634142297116 mul x_1)))) add (-25.59243988122246 add (81.04201550547785 mul (-0.8168214252377938 add (0.8665825418917138 mul x_0))))))) sub ((0.01761659651286768 add (-0.016275880870677273 mul (-0.8168214252377938 add (0.8665825418917138 mul x_0)))) mul (-74.16518116147974 add (-86.78628575846213 mul (-0.8168214252377938 add (0.8665825418917138 mul x_0)))))),0.989874814,0,0,0,0,65,0.999112061,0,0,0,0,65,2,141
