formula,problem,target_noise,predicted_tree,predicted_tree_prefix,refinement_type,time,relabed_predicted_tree,r2_fit,accuracy_l1_biggio_fit,accuracy_l1_1e-3_fit,accuracy_l1_1e-2_fit,accuracy_l1_1e-1_fit,_complexity_fit,r2_predict,accuracy_l1_biggio_predict,accuracy_l1_1e-3_predict,accuracy_l1_1e-2_predict,accuracy_l1_1e-1_predict,_complexity_predict,input_dimension,num_evals
omega/c,feynman_I_29_4,0.1,(((0.05309285884291777 mul inv((2.1022953031066165 add (-2.1102020265364008 add (0.38397747266509114 mul x_1))))) mul (39.0375358221855 add (18.58276467255674 mul (-2.1213573365347966 add (0.3847393251231863 mul x_0))))) add (0.021093817700522027 add (-0.02103265433636142 mul cos((0.22912987658323875 add (-2.1102020265364008 add (0.38397747266509114 mul x_1))))))),"add,mul,mul,0.05309285884291777,inv,add,2.1022953031066165,add,-2.1102020265364008,mul,0.38397747266509114,x_1,add,39.0375358221855,mul,18.58276467255674,add,-2.1213573365347966,mul,0.3847393251231863,x_0,add,0.021093817700522027,mul,-0.02103265433636142,cos,add,0.22912987658323875,add,-2.1102020265364008,mul,0.38397747266509114,x_1",BFGS,54.19817209,(((0.05309285884291777 mul inv((2.1022953031066165 add (-2.1102020265364008 add (0.38397747266509114 mul x_1))))) mul (39.0375358221855 add (18.58276467255674 mul (-2.1213573365347966 add (0.3847393251231863 mul x_0))))) add (0.021093817700522027 add (-0.02103265433636142 mul cos((0.22912987658323875 add (-2.1102020265364008 add (0.38397747266509114 mul x_1))))))),0.978892768,0,0,0,0,33,0.999861264,1,0,0,1,33,2,73
Int_0*sin(n*theta/2)**2/sin(theta/2)**2,feynman_I_30_3,0.1,(((((4.4263651813398015 add (7.346970409786317 mul ((-2.606986528818559 add (0.8670621332769533 mul x_1)))**2)) add (7.5263651812639525 add (1.8254316354994138 mul (-2.589983501203058 add (0.8669758591003153 mul x_2))))) sub (-3.4263651812761364 add (17.494295101456945 mul (-2.606986528818559 add (0.8670621332769533 mul x_1))))) mul ((0.012198365874774205 add (0.004979748513086175 mul (-2.6039494442762443 add (0.8683444195458252 mul x_0)))) mul ((127.67419016271354 add (47.7741901660927 add (-4.310634664679904 mul sin(((-0.7260911732708345 add (-2.127444779063472 mul (-2.589983501203058 add (0.8669758591003153 mul x_2)))) add (-0.9960911733397227 add (-3.9200142628809433 mul (-2.606986528818559 add (0.8670621332769533 mul x_1))))))))) sub (((5.73709396610453 add (-2.606986528818559 add (0.8670621332769533 mul x_1))) add ((0.00012066590669385748 add (6.263456952471244e-05 mul (-2.6039494442762443 add (0.8683444195458252 mul x_0)))) mul (64.60253955173584 add (139.27960686137519 mul (-2.589983501203058 add (0.8669758591003153 mul x_2)))))) mul (29.185131736772053 add (-6.892496862532036 mul (-2.606986528818559 add (0.8670621332769533 mul x_1)))))))) sub (-0.2684707379773064 add (0.34962892590421635 mul (-2.589983501203058 add (0.8669758591003153 mul x_2))))),"sub,mul,sub,add,add,4.4263651813398015,mul,7.346970409786317,pow2,add,-2.606986528818559,mul,0.8670621332769533,x_1,add,7.5263651812639525,mul,1.8254316354994138,add,-2.589983501203058,mul,0.8669758591003153,x_2,add,-3.4263651812761364,mul,17.494295101456945,add,-2.606986528818559,mul,0.8670621332769533,x_1,mul,add,0.012198365874774205,mul,0.004979748513086175,add,-2.6039494442762443,mul,0.8683444195458252,x_0,sub,add,127.67419016271354,add,47.7741901660927,mul,-4.310634664679904,sin,add,add,-0.7260911732708345,mul,-2.127444779063472,add,-2.589983501203058,mul,0.8669758591003153,x_2,add,-0.9960911733397227,mul,-3.9200142628809433,add,-2.606986528818559,mul,0.8670621332769533,x_1,mul,add,add,5.73709396610453,add,-2.606986528818559,mul,0.8670621332769533,x_1,mul,add,0.00012066590669385748,mul,6.263456952471244e-05,add,-2.6039494442762443,mul,0.8683444195458252,x_0,add,64.60253955173584,mul,139.27960686137519,add,-2.589983501203058,mul,0.8669758591003153,x_2,add,29.185131736772053,mul,-6.892496862532036,add,-2.606986528818559,mul,0.8670621332769533,x_1,add,-0.2684707379773064,mul,0.34962892590421635,add,-2.589983501203058,mul,0.8669758591003153,x_2",BFGS,258.0157008,(((((4.4263651813398015 add (7.346970409786317 mul ((-2.606986528818559 add (0.8670621332769533 mul x_1)))**2)) add (7.5263651812639525 add (1.8254316354994138 mul (-2.589983501203058 add (0.8669758591003153 mul x_2))))) sub (-3.4263651812761364 add (17.494295101456945 mul (-2.606986528818559 add (0.8670621332769533 mul x_1))))) mul ((0.012198365874774205 add (0.004979748513086175 mul (-2.6039494442762443 add (0.8683444195458252 mul x_0)))) mul ((127.67419016271354 add (47.7741901660927 add (-4.310634664679904 mul sin(((-0.7260911732708345 add (-2.127444779063472 mul (-2.589983501203058 add (0.8669758591003153 mul x_2)))) add (-0.9960911733397227 add (-3.9200142628809433 mul (-2.606986528818559 add (0.8670621332769533 mul x_1))))))))) sub (((5.73709396610453 add (-2.606986528818559 add (0.8670621332769533 mul x_1))) add ((0.00012066590669385748 add (6.263456952471244e-05 mul (-2.6039494442762443 add (0.8683444195458252 mul x_0)))) mul (64.60253955173584 add (139.27960686137519 mul (-2.589983501203058 add (0.8669758591003153 mul x_2)))))) mul (29.185131736772053 add (-6.892496862532036 mul (-2.606986528818559 add (0.8670621332769533 mul x_1)))))))) sub (-0.2684707379773064 add (0.34962892590421635 mul (-2.589983501203058 add (0.8669758591003153 mul x_2))))),0.716286663,0,0,0,0,115,0.731984438,0,0,0,0,115,3,239
arcsin(lambd/(n*d)),feynman_I_30_5,0.1,(((7.1924590137522445e-06 add (1.5022787939521822e-06 mul (-5.203420920831219 add (3.462916984591698 mul x_0)))) mul (32.86591806209044 add (-12.617898506882877 mul inv((((79.56011928670273 add (-4.055404787316975 add (1.155735815543773 mul x_1))) add (78.41738684626226 add (63.086543921910106 mul (-2.599336489438502 add (0.8661745933574716 mul x_2))))) mul (-4.268012823357246e-06 add (-1.0986941938721244e-06 mul (-4.055404787316975 add (1.155735815543773 mul x_1))))))))) sub (-0.00865698520203784 add (0.0017723641761927334 mul cos((-1.0880844786233403 add (7.99416191528765 mul (-4.055404787316975 add (1.155735815543773 mul x_1)))))))),"sub,mul,add,7.1924590137522445e-06,mul,1.5022787939521822e-06,add,-5.203420920831219,mul,3.462916984591698,x_0,add,32.86591806209044,mul,-12.617898506882877,inv,mul,add,add,79.56011928670273,add,-4.055404787316975,mul,1.155735815543773,x_1,add,78.41738684626226,mul,63.086543921910106,add,-2.599336489438502,mul,0.8661745933574716,x_2,add,-4.268012823357246e-06,mul,-1.0986941938721244e-06,add,-4.055404787316975,mul,1.155735815543773,x_1,add,-0.00865698520203784,mul,0.0017723641761927334,cos,add,-1.0880844786233403,mul,7.99416191528765,add,-4.055404787316975,mul,1.155735815543773,x_1",BFGS,143.2254589,(((7.1924590137522445e-06 add (1.5022787939521822e-06 mul (-5.203420920831219 add (3.462916984591698 mul x_0)))) mul (32.86591806209044 add (-12.617898506882877 mul inv((((79.56011928670273 add (-4.055404787316975 add (1.155735815543773 mul x_1))) add (78.41738684626226 add (63.086543921910106 mul (-2.599336489438502 add (0.8661745933574716 mul x_2))))) mul (-4.268012823357246e-06 add (-1.0986941938721244e-06 mul (-4.055404787316975 add (1.155735815543773 mul x_1))))))))) sub (-0.00865698520203784 add (0.0017723641761927334 mul cos((-1.0880844786233403 add (7.99416191528765 mul (-4.055404787316975 add (1.155735815543773 mul x_1)))))))),0.965820415,0,0,0,0,57,0.999198111,1,0,0,1,57,3,129
(1/2*epsilon*c*Ef**2)*(8*pi*r**2/3)*(omega**4/(omega**2-omega_0**2)**2),feynman_I_32_17,0.1,(((0.2651606727474429 add sin((9.633841862469954 mul (-5.211942737634536 add (3.4727231536517533 mul x_3))))) add (0.365160672747893 add (-2.957636813459498 mul exp((((0.7222780660029181 mul (-5.204495032005416 add (3.4685389818869474 mul x_4))) add (-0.05859117215976366 add (0.37016015715596706 mul (-5.211942737634536 add (3.4727231536517533 mul x_3))))) add (((0.1889264302012645 mul (-5.196486832067701 add (3.4666491530608896 mul x_0))) sub (-0.4414088278394824 add (-0.38159512760062697 mul (-5.182165552397013 add (3.455750212101267 mul x_2))))) add (0.6414088278390171 add (((-0.01666965792503999 add (0.004872754969715476 mul (-6.903828099946883 add (1.7272788222315183 mul x_5)))) mul (64.32629343231484 add (3.080482799207317 mul (-5.204495032005416 add (3.4685389818869474 mul x_4))))))**2))))))) mul (-0.04479078364218369 add (-0.008926354052421731 mul (-5.193002741864489 add (3.4648050030479145 mul x_1))))),"mul,add,add,0.2651606727474429,sin,mul,9.633841862469954,add,-5.211942737634536,mul,3.4727231536517533,x_3,add,0.365160672747893,mul,-2.957636813459498,exp,add,add,mul,0.7222780660029181,add,-5.204495032005416,mul,3.4685389818869474,x_4,add,-0.05859117215976366,mul,0.37016015715596706,add,-5.211942737634536,mul,3.4727231536517533,x_3,add,sub,mul,0.1889264302012645,add,-5.196486832067701,mul,3.4666491530608896,x_0,add,-0.4414088278394824,mul,-0.38159512760062697,add,-5.182165552397013,mul,3.455750212101267,x_2,add,0.6414088278390171,pow2,mul,add,-0.01666965792503999,mul,0.004872754969715476,add,-6.903828099946883,mul,1.7272788222315183,x_5,add,64.32629343231484,mul,3.080482799207317,add,-5.204495032005416,mul,3.4685389818869474,x_4,add,-0.04479078364218369,mul,-0.008926354052421731,add,-5.193002741864489,mul,3.4648050030479145,x_1",BFGS,211.9828861,(((0.2651606727474429 add sin((9.633841862469954 mul (-5.211942737634536 add (3.4727231536517533 mul x_3))))) add (0.365160672747893 add (-2.957636813459498 mul exp((((0.7222780660029181 mul (-5.204495032005416 add (3.4685389818869474 mul x_4))) add (-0.05859117215976366 add (0.37016015715596706 mul (-5.211942737634536 add (3.4727231536517533 mul x_3))))) add (((0.1889264302012645 mul (-5.196486832067701 add (3.4666491530608896 mul x_0))) sub (-0.4414088278394824 add (-0.38159512760062697 mul (-5.182165552397013 add (3.455750212101267 mul x_2))))) add (0.6414088278390171 add (((-0.01666965792503999 add (0.004872754969715476 mul (-6.903828099946883 add (1.7272788222315183 mul x_5)))) mul (64.32629343231484 add (3.080482799207317 mul (-5.204495032005416 add (3.4685389818869474 mul x_4))))))**2))))))) mul (-0.04479078364218369 add (-0.008926354052421731 mul (-5.193002741864489 add (3.4648050030479145 mul x_1))))),0.983786731,0,0,0,0,84,0.996812794,0,0,0,0,84,6,175
q**2*a**2/(6*pi*epsilon*c**3),feynman_I_32_5,0.1,(((-0.1978835265296448 add inv((2.033464752068548 add (-2.5996544246858218 add (0.8674116463206913 mul x_3))))) mul ((0.007183063870063879 add (0.0004669022422591349 mul sin((-2.279858334981825 add (-10.003401878008741 mul (-2.5914377285636383 add (0.864544253635127 mul x_2))))))) sub (-0.007183063865557145 add (-0.008537888689371201 mul (-2.600799788558827 add (0.8670311100046788 mul x_0)))))) mul (-11.439839810380004 add (1.1925147746111706 mul exp((((10.569139164085666 add (-2.6020735991651076 add (0.8675709232232404 mul x_1))) sub (-9.959139164080224 add (10.406408658284574 mul arctan(((2.057764132522273 add (1.1434970518321355 mul (-2.5914377285636383 add (0.864544253635127 mul x_2)))) add (2.5577641322726485 add (-0.25965386252816935 mul (-2.600799788558827 add (0.8670311100046788 mul x_0))))))))) mul (0.45817316185292045 add (-0.06100810674120878 mul (-2.5996544246858218 add (0.8674116463206913 mul x_3))))))))),"mul,mul,add,-0.1978835265296448,inv,add,2.033464752068548,add,-2.5996544246858218,mul,0.8674116463206913,x_3,sub,add,0.007183063870063879,mul,0.0004669022422591349,sin,add,-2.279858334981825,mul,-10.003401878008741,add,-2.5914377285636383,mul,0.864544253635127,x_2,add,-0.007183063865557145,mul,-0.008537888689371201,add,-2.600799788558827,mul,0.8670311100046788,x_0,add,-11.439839810380004,mul,1.1925147746111706,exp,mul,sub,add,10.569139164085666,add,-2.6020735991651076,mul,0.8675709232232404,x_1,add,-9.959139164080224,mul,10.406408658284574,arctan,add,add,2.057764132522273,mul,1.1434970518321355,add,-2.5914377285636383,mul,0.864544253635127,x_2,add,2.5577641322726485,mul,-0.25965386252816935,add,-2.600799788558827,mul,0.8670311100046788,x_0,add,0.45817316185292045,mul,-0.06100810674120878,add,-2.5996544246858218,mul,0.8674116463206913,x_3",BFGS,234.494689,(((-0.1978835265296448 add inv((2.033464752068548 add (-2.5996544246858218 add (0.8674116463206913 mul x_3))))) mul ((0.007183063870063879 add (0.0004669022422591349 mul sin((-2.279858334981825 add (-10.003401878008741 mul (-2.5914377285636383 add (0.864544253635127 mul x_2))))))) sub (-0.007183063865557145 add (-0.008537888689371201 mul (-2.600799788558827 add (0.8670311100046788 mul x_0)))))) mul (-11.439839810380004 add (1.1925147746111706 mul exp((((10.569139164085666 add (-2.6020735991651076 add (0.8675709232232404 mul x_1))) sub (-9.959139164080224 add (10.406408658284574 mul arctan(((2.057764132522273 add (1.1434970518321355 mul (-2.5914377285636383 add (0.864544253635127 mul x_2)))) add (2.5577641322726485 add (-0.25965386252816935 mul (-2.600799788558827 add (0.8670311100046788 mul x_0))))))))) mul (0.45817316185292045 add (-0.06100810674120878 mul (-2.5996544246858218 add (0.8674116463206913 mul x_3))))))))),0.981030918,0,0,0,0,83,0.993184776,0,0,0,0,83,4,189
omega_0/(1-v/c),feynman_I_34_1,0.1,((((0.7021808700003876 add inv(((3.554968289718629 add (-0.4169136152987397 mul (-5.179889665616272 add (3.4533943939342637 mul x_1)))) sub (-0.6549682897186354 add (-1.60474318112928 mul (-3.2201024982595237 add (0.4944065021209416 mul x_0))))))) mul (-0.46084260558250734 add (-0.1805899075240128 mul (-2.6062152550585154 add (0.86703439253618 mul x_2))))) mul (-8.817692130011258 add (-0.31420588935668725 mul (-5.179889665616272 add (3.4533943939342637 mul x_1))))) sub (-0.11279096679829718 add (0.03220765607695987 mul cos((1.8358367761352865 add (94.25515905204684 mul (-3.2201024982595237 add (0.4944065021209416 mul x_0)))))))),"sub,mul,mul,add,0.7021808700003876,inv,sub,add,3.554968289718629,mul,-0.4169136152987397,add,-5.179889665616272,mul,3.4533943939342637,x_1,add,-0.6549682897186354,mul,-1.60474318112928,add,-3.2201024982595237,mul,0.4944065021209416,x_0,add,-0.46084260558250734,mul,-0.1805899075240128,add,-2.6062152550585154,mul,0.86703439253618,x_2,add,-8.817692130011258,mul,-0.31420588935668725,add,-5.179889665616272,mul,3.4533943939342637,x_1,add,-0.11279096679829718,mul,0.03220765607695987,cos,add,1.8358367761352865,mul,94.25515905204684,add,-3.2201024982595237,mul,0.4944065021209416,x_0",BFGS,132.3022125,((((0.7021808700003876 add inv(((3.554968289718629 add (-0.4169136152987397 mul (-5.179889665616272 add (3.4533943939342637 mul x_1)))) sub (-0.6549682897186354 add (-1.60474318112928 mul (-3.2201024982595237 add (0.4944065021209416 mul x_0))))))) mul (-0.46084260558250734 add (-0.1805899075240128 mul (-2.6062152550585154 add (0.86703439253618 mul x_2))))) mul (-8.817692130011258 add (-0.31420588935668725 mul (-5.179889665616272 add (3.4533943939342637 mul x_1))))) sub (-0.11279096679829718 add (0.03220765607695987 mul cos((1.8358367761352865 add (94.25515905204684 mul (-3.2201024982595237 add (0.4944065021209416 mul x_0)))))))),0.939279411,0,0,0,0,57,0.999259877,1,0,0,1,57,3,129
(1+v/c)/sqrt(1-v**2/c**2)*omega_0,feynman_I_34_14,0.1,((0.2231390618216116 add (-0.0024864583151611515 mul ((-1.4982956068649838 add (-3.2142128356151605 add (0.495347937550551 mul x_0))))**3)) mul ((15.859861732862955 add (6.345404689071333 mul (-2.5937693205168735 add (0.8656677029132814 mul x_2)))) sub ((0.0006995733548790714 add (-0.00041251289344205794 mul (-3.2142128356151605 add (0.495347937550551 mul x_0)))) mul ((-239.8048465670576 add (-160.79101372057352 mul sin((-40.03345514396653 mul (-5.199057669610316 add (3.4637368557020336 mul x_1)))))) add (-239.8048636856626 add (-1114.130360524346 mul (-5.199057669610316 add (3.4637368557020336 mul x_1)))))))),"mul,add,0.2231390618216116,mul,-0.0024864583151611515,pow3,add,-1.4982956068649838,add,-3.2142128356151605,mul,0.495347937550551,x_0,sub,add,15.859861732862955,mul,6.345404689071333,add,-2.5937693205168735,mul,0.8656677029132814,x_2,mul,add,0.0006995733548790714,mul,-0.00041251289344205794,add,-3.2142128356151605,mul,0.495347937550551,x_0,add,add,-239.8048465670576,mul,-160.79101372057352,sin,mul,-40.03345514396653,add,-5.199057669610316,mul,3.4637368557020336,x_1,add,-239.8048636856626,mul,-1114.130360524346,add,-5.199057669610316,mul,3.4637368557020336,x_1",BFGS,129.3668873,((0.2231390618216116 add (-0.0024864583151611515 mul ((-1.4982956068649838 add (-3.2142128356151605 add (0.495347937550551 mul x_0))))**3)) mul ((15.859861732862955 add (6.345404689071333 mul (-2.5937693205168735 add (0.8656677029132814 mul x_2)))) sub ((0.0006995733548790714 add (-0.00041251289344205794 mul (-3.2142128356151605 add (0.495347937550551 mul x_0)))) mul ((-239.8048465670576 add (-160.79101372057352 mul sin((-40.03345514396653 mul (-5.199057669610316 add (3.4637368557020336 mul x_1)))))) add (-239.8048636856626 add (-1114.130360524346 mul (-5.199057669610316 add (3.4637368557020336 mul x_1)))))))),0.928510318,0,0,0,0,55,0.99337726,0,0,0,1,55,3,121
(h/(2*pi))*omega,feynman_I_34_27,0.1,(((-0.018799809560066435 add (-0.007382567162648635 mul (-2.6074950324208683 add (0.867996184354415 mul x_0)))) mul (-73.10185366166618 add (-29.495409219160166 mul (-2.5924330568553198 add (0.8648707952578674 mul x_1))))) sub (-0.061723760955062414 add (-0.0018168099527830963 mul sin((0.6994459159717558 add (-90.0009414656589 mul (-2.5924330568553198 add (0.8648707952578674 mul x_1)))))))),"sub,mul,add,-0.018799809560066435,mul,-0.007382567162648635,add,-2.6074950324208683,mul,0.867996184354415,x_0,add,-73.10185366166618,mul,-29.495409219160166,add,-2.5924330568553198,mul,0.8648707952578674,x_1,add,-0.061723760955062414,mul,-0.0018168099527830963,sin,add,0.6994459159717558,mul,-90.0009414656589,add,-2.5924330568553198,mul,0.8648707952578674,x_1",BFGS,52.19702005,(((-0.018799809560066435 add (-0.007382567162648635 mul (-2.6074950324208683 add (0.867996184354415 mul x_0)))) mul (-73.10185366166618 add (-29.495409219160166 mul (-2.5924330568553198 add (0.8648707952578674 mul x_1))))) sub (-0.061723760955062414 add (-0.0018168099527830963 mul sin((0.6994459159717558 add (-90.0009414656589 mul (-2.5924330568553198 add (0.8648707952578674 mul x_1)))))))),0.95997143,0,0,0,0,34,0.999781369,1,0,0,1,34,2,79
q*v*B/p,feynman_I_34_8,0.1,(((((0.19386008190586698 add (0.0017010042316178019 mul (-2.5975908672256853 add (0.8670025339679623 mul x_0)))) sub (0.30613991809426305 add (0.036507464037054724 mul (-2.598903869510353 add (0.866927457132058 mul x_2))))) sub (-0.013860081905412882 add (0.0019350246236221646 mul (-2.5973057791239818 add (0.864429066364498 mul x_3))))) mul (((-0.004990562004314857 add inv((2.563716439397961 add (-2.5973057791239818 add (0.864429066364498 mul x_3))))) mul (2.549950835184992 add (0.9685232586596343 mul (-2.6116634339521054 add (0.8692316239197542 mul x_1))))) mul (-95.26420025386136 add (-37.23733029987627 mul (-2.5975908672256853 add (0.8670025339679623 mul x_0)))))) add (-0.2530640663971348 add (0.07054032580503594 mul cos((0.5898870321971558 add (9.368945524656596 mul (-2.598903869510353 add (0.866927457132058 mul x_2)))))))),"add,mul,sub,sub,add,0.19386008190586698,mul,0.0017010042316178019,add,-2.5975908672256853,mul,0.8670025339679623,x_0,add,0.30613991809426305,mul,0.036507464037054724,add,-2.598903869510353,mul,0.866927457132058,x_2,add,-0.013860081905412882,mul,0.0019350246236221646,add,-2.5973057791239818,mul,0.864429066364498,x_3,mul,mul,add,-0.004990562004314857,inv,add,2.563716439397961,add,-2.5973057791239818,mul,0.864429066364498,x_3,add,2.549950835184992,mul,0.9685232586596343,add,-2.6116634339521054,mul,0.8692316239197542,x_1,add,-95.26420025386136,mul,-37.23733029987627,add,-2.5975908672256853,mul,0.8670025339679623,x_0,add,-0.2530640663971348,mul,0.07054032580503594,cos,add,0.5898870321971558,mul,9.368945524656596,add,-2.598903869510353,mul,0.866927457132058,x_2",BFGS,168.6946826,(((((0.19386008190586698 add (0.0017010042316178019 mul (-2.5975908672256853 add (0.8670025339679623 mul x_0)))) sub (0.30613991809426305 add (0.036507464037054724 mul (-2.598903869510353 add (0.866927457132058 mul x_2))))) sub (-0.013860081905412882 add (0.0019350246236221646 mul (-2.5973057791239818 add (0.864429066364498 mul x_3))))) mul (((-0.004990562004314857 add inv((2.563716439397961 add (-2.5973057791239818 add (0.864429066364498 mul x_3))))) mul (2.549950835184992 add (0.9685232586596343 mul (-2.6116634339521054 add (0.8692316239197542 mul x_1))))) mul (-95.26420025386136 add (-37.23733029987627 mul (-2.5975908672256853 add (0.8670025339679623 mul x_0)))))) add (-0.2530640663971348 add (0.07054032580503594 mul cos((0.5898870321971558 add (9.368945524656596 mul (-2.598903869510353 add (0.866927457132058 mul x_2)))))))),0.978875923,0,0,0,0,75,0.999738549,0,0,0,1,75,4,161
I1+I2+2*sqrt(I1*I2)*cos(delta),feynman_I_37_4,0.1,(((((((5.671796775012974 add (-2.597902606499823 add (0.8676658527133604 mul x_0))) sub (0.6282032249842673 add (-0.9738126275601574 mul (-2.593435283001956 add (0.8634130946857225 mul x_1))))) mul (16.73347400744968 add (-4.3877509573126385 mul sqrt((13.493872506390723 add (0.48878000404430894 mul ((0.6185595133013946 add (-5.105362238118624 mul (-2.604551082065325 add (0.8654388797381829 mul x_2)))))**2)))))) sub (-1.8552161152532434 add (0.5936284379266871 mul cos((5.699017508711134 add (-103.05713748582639 mul (-2.597902606499823 add (0.8676658527133604 mul x_0)))))))) mul (0.2309565085480066 add (0.0034356820327212543 mul (-2.597902606499823 add (0.8676658527133604 mul x_0))))) sub (1.6590935188954612 add (0.14991993067542406 mul (-2.593435283001956 add (0.8634130946857225 mul x_1))))) mul (-0.4600580572558666 add (-0.005203947578094754 mul (-2.604551082065325 add (0.8654388797381829 mul x_2))))),"mul,sub,mul,sub,mul,sub,add,5.671796775012974,add,-2.597902606499823,mul,0.8676658527133604,x_0,add,0.6282032249842673,mul,-0.9738126275601574,add,-2.593435283001956,mul,0.8634130946857225,x_1,add,16.73347400744968,mul,-4.3877509573126385,sqrt,add,13.493872506390723,mul,0.48878000404430894,pow2,add,0.6185595133013946,mul,-5.105362238118624,add,-2.604551082065325,mul,0.8654388797381829,x_2,add,-1.8552161152532434,mul,0.5936284379266871,cos,add,5.699017508711134,mul,-103.05713748582639,add,-2.597902606499823,mul,0.8676658527133604,x_0,add,0.2309565085480066,mul,0.0034356820327212543,add,-2.597902606499823,mul,0.8676658527133604,x_0,add,1.6590935188954612,mul,0.14991993067542406,add,-2.593435283001956,mul,0.8634130946857225,x_1,add,-0.4600580572558666,mul,-0.005203947578094754,add,-2.604551082065325,mul,0.8654388797381829,x_2",BFGS,281.3266652,(((((((5.671796775012974 add (-2.597902606499823 add (0.8676658527133604 mul x_0))) sub (0.6282032249842673 add (-0.9738126275601574 mul (-2.593435283001956 add (0.8634130946857225 mul x_1))))) mul (16.73347400744968 add (-4.3877509573126385 mul sqrt((13.493872506390723 add (0.48878000404430894 mul ((0.6185595133013946 add (-5.105362238118624 mul (-2.604551082065325 add (0.8654388797381829 mul x_2)))))**2)))))) sub (-1.8552161152532434 add (0.5936284379266871 mul cos((5.699017508711134 add (-103.05713748582639 mul (-2.597902606499823 add (0.8676658527133604 mul x_0)))))))) mul (0.2309565085480066 add (0.0034356820327212543 mul (-2.597902606499823 add (0.8676658527133604 mul x_0))))) sub (1.6590935188954612 add (0.14991993067542406 mul (-2.593435283001956 add (0.8634130946857225 mul x_1))))) mul (-0.4600580572558666 add (-0.005203947578094754 mul (-2.604551082065325 add (0.8654388797381829 mul x_2))))),0.971274863,0,0,0,0,82,0.994964492,0,0,0,0,82,3,187
